30.2359091167	-97.7951395833
48.86337875	2.333328717
38.8964285833	-94.7545258833
51.5442272716	-0.2008000745
52.3651886127	4.9365663942
55.5903922815	13.0251723865
59.91202395	10.737537917
64.0151807	11.4968223167
59.88234335	10.5084309167
55.4829026302	13.498570919
59.3614141774	17.9665625095
58.4017622609	13.8575148582
59.3119780857	18.0738937855
59.382238103	13.501935817
59.314348939	18.0730354786
59.3077929167	18.0766899333
59.3384170835	18.067161603
59.6635762333	18.9153840833
58.4813254833	15.5214147
64.617944383	21.2003306
59.2769929048	18.1317651272
58.39659792	15.57721561
59.3692682	18.01686015
58.59129935	16.1893025
58.4110196189	15.6219685078
60.6762367627	17.151170969
58.3969611919	15.5562114716
35.923411086	14.490262391
57.7807693949	14.1620089112
57.7807693949	14.1620089112
36.6440208	-93.2131797333
37.054168033	-93.282916633
57.6948109442	11.9524008036
37.176339646	-93.2625788605
37.00345995	-93.190069933
38.57746261	-121.47877186
38.5751378	-121.4736502333
39.532995	-119.819174
41.6497554063	-83.5428714752
30.2646273022	-97.739481926
59.3179623927	18.0847191811
29.6847905172	-95.4109382629
30.51583284	-97.85239523
30.6467550603	-97.6688861847
30.2926594019	-97.8254252672
32.3516721	-98.020530783
30.26955485	-97.74220705
59.3304532232	18.0639910698
30.548690353	-97.646789826
30.511209322	-97.6951655503
30.4990038095	-97.6792824268
30.50402665	-97.6995325
49.2427212175	16.6734266281
10.79154688	106.68910181
39.634966783	-86.854316133
10.77401493	106.70261997
56.00948645	12.73660615
44.42231541	8.8436926
40.7565006723	-73.9869765367
58.598997917	11.284892483
57.702037667	11.973985067
51.3124545558	9.4471907616
39.00684821	-77.44189214
39.00684821	-77.44189214
39.625760817	-77.76662175
39.6283829797	-78.8341999054
52.29601475	4.7009138833
52.0779564826	4.3179702759
51.40544875	-0.2822700333
27.99938303	-82.49973994
32.90982945	-96.5567482
41.73266625	-71.4773377333
41.721319033	-71.473011583
33.8681715667	-84.62594535
59.950552617	10.70165645
59.94819933	10.73368448
59.9498261544	10.7683503628
59.9107177851	10.7518601418
59.937204595	10.74071082
59.955704929	11.0481688
55.611492907	12.975239754
59.9221953604	10.7267913949
